"comment","pol","Topic"
"الزلابية هذا العام ستكون ب 300 دج مع توفر خدمة التوصيل ","-1","sociale"
"هذا هو السر الذي ترك منظمة الصحة العالمية في حيرة من امرها مع فيروس كرونا الشعب تعود على جميع الفيروسات الفتاكة والقاتلة ويملك مناعة الحديد ","-1","sociale"
"المعنى الحقيقي لموسخ وبنين 😂","-1","sociale"
"علاش مساكن راهم دايرين بسم الله ","-1","sociale"
"زلابية موجدينها لرمضان من ضرك؟؟؟","-1","sociale"
"البروبلام تجي بنينة 🥴","-1","sociale"
"اعععععق لمزية لعبد ما يوكلهاش الله لا تربحهم 🤢🤢🤮🤮","-1","sociale"
"واعلاه هد لوصخ الشعب حيوان اسخسرتي فينا لينوكس","-1","sociale"
"المشكل كي نخدموها و نوفرو شروط النظافة ما تصلحش تجي يابسة","-1","sociale"
"هههههههههه هذاك مليه شعب لي طايح على كرشو","-1","sociale"
"والله زلابيه مسكينه ماعندها الزهر لعام لي فات مكانش سميد والعام هاذا مكانش زيت فوق هاذا لقاوها بلا نضافه 🥴🥴🥴وباه تعرف بلي المنشور بلا اهميه كاش زلابيه تتعجن من ضك 😂😂","-1","sociale"
"هذه الافعال وغيرها كلها تدل على ان الشعب هو لي راه يهلك في بعضاه","-1","sociale"
"صحافة التفاهات","-1","sociale"
"كي تشوف عصير الليمون مكتوب فيه : بنكهة إصطناعية ...و إزيس مكتوب فيه : بنكهة الليمون طبيعي ...تفهم بلي بلادك مرنكة شوية 🤭😂","1","sociale"
"حتى الشعب يشتي خامج و بنين 😂😂😂","-1","sociale"
"خلو الزوالي يخدم 🥱🥱🤮🤮🤮🤮🤮🤮🤢🤢","-1","sociale"
"بصح شوية نقاوة ياخاوتي والله عيب هاذي مواد استهلاكية ، للحيوان وماتقدرش تمدهالو هاذي ياكلها","-1","sociale"
"و يكتبلك بسم الله.. اللهم😆","-1","sociale"
"علاش تكذبو هذي عندها عام⁦🤦🏻‍♂️⁩","-1","sociale"
"بلاك السيد كان راح يدير لوندوي فالصور ههههههه كونفرمو تشو","-1","sociale"
"كاتب بسم الله في الحيط 🙄🙄","-1","sociale"
"يعق مانكلش زلابية فرمضان🤢","-1","sociale"
"يا سلام على التقوى","-1","sociale"
"أنا أصلا نعيفها جامي ناكل حاجة من يد مجهولة","-1","sociale"
"المطاعم والمقاهي وكل محلات التي تقدم وجبات غذائية خطر على المستهلك انعدام النظافة خاصة وسائل الطبخ","-1","sociale"
"اللهم اصلح حال البلاد والعباد.","-1","sociale"
"اخمج حلوي على الاطلاق فيها مواد كيميائية سامة تخمير الخميرة لازيد من اسبوعين على الاقل باش يخدمو بيها زلابية شيء ما يقبلوش ربي و لعقل و الجسم ","-1","sociale"
"لااله الى الله ربى وكيلكم تحوسو تربحو باى طريقة ولوعلى حساب بنى ادم ما تخافوش يو لقاء ربكم وكيف ستوحاسبون","-1","sociale"
"الفساد استفحل في البلاد وين تبان زلابيا","-1","sociale"
"ولاو ميتامنوش غاشي بومرداس يدرو كلش مايخفوش ربي  الله يسترنا منهم","-1","sociale"
"هذا باين جارو دمرو للدولة مدام كاين الخساد و الشكام خاحة مارايحة تابدل","-1","sociale"
"كاتبين في الجدار بسم الله ويخونو في عباد الله كلمة اريد بها باطل","-1","sociale"
"الله يهنيهم بزلابية تاعهم الموسخة é ","-1","sociale"
"هههههههه خارجين ضباط و كوميسارية و قيادات باش تحكمو كيلو نتاع زلابية و مقروض ناقصين عسل مسكينة الزلابية هاد العام ماعندها الزهر العام اللي فات مكانش السميد والعام هادا مكانش الزيت ومزال لڨوها بلا نظافة باش تعرفو كاش زلابية تتعجن من دوك شي عجيب  !!!!!","-1","sociale"
"ميصرا والو راهم كاتبين بسم الله فلحيط 😂🙉","-1","sociale"
"معجزة هذا  الشعب أنه مازال يتنفس  بالرغم من كل هذا 😷😷😷😷","-1","sociale"
"زلابيةناكلها أيضا في غير رمضان مستحيل تكون موجهة لرمضان ' ","-1","sociale"
"خلو زوالي يخدم رانا قابلينها بركاونا من ضرائب ","-1","sociale"
"روح شوف لراه يجيب في لبياس من لشين وووووووو. ","-1","sociale"
"هاذ لعجنة بينا تع لعام لي فات 🤣🤣🤣","-1","sociale"
"تحيا زلابيه عمي سعيد.الموسخ وبنين.😂","-1","sociale"
"قولت دوك يخسرو لا حول و لا قوة الا بالله","-1","sport"
"انت باين من جماعت ماجر و بوحنيكة و بن شيخ كرهتونا يا قواودا ","-1","sport"
"انا نقلك طعم مور و صامط و يدير لينار 😡","-1","sport"
"إذن المباراة القادمة أول خسارة","-1","sport"
"مهما خذلتك الحياة تذكر ان اسماعيل بن ناصر كان احتياطي لبوخنشوش في وقت ماجر","-1","sport"
"باغين تضربو جدهم بالعين بالسيف ها نساوهم شوياا 😒🙄","-1","sport"
"منذ تولي رابح ماجر قيادة العارضة الفنية للمنتخب اصبحنا لا نخسر","0","sport"
"خمسه وخموس","1","sport"
"تقول انت راهم يحوسو على خسارة","-1","sport"
"نتوما كي تبداو تضبحو البحر تنشفوه","-1","sport"
"تضلو تقاقيو عليهم بغيينهم يخسرو باه تستشفاو كرف😡","-1","sport"
"يسمى راك تعيط عليهم يااااو علابانا بيها هذي","-1","sport"
"بركاو برك ما تنبحو عليهم بسم الله الرحمان الرحيم 😐","-1","sport"
"قاقي بعيد الله يحفظك","-1","sport"
"هاذ المرة يخسر بدا التخلاط وبلماضي بدأ يدير السوسيال وزطشي اجيه على قلبو ههههه","-1","sport"
"خمسة في عينيك","-1","sport"
"اللهم إنا نعوذ بك من الخبث و الخبائث","-1","sport"
"اخلاص ضربتهم بعين اتسنى النتيجة الماتش الجاي","-1","sport"
"للتذكير ايضا :علبالنا","-1","sport"
"طار لحمام 🤣🤣🤣","-1","sport"
"الحمد لله اللهم زد وبارك","-1","sport"
" ما تعينوهش 😏😏","-1","sport"
"شواكر","1","sport"
"بديتو تضبحو 😒","-1","sport"
"بديتو بالنعيق والنهيق","-1","sport"
"بركا متضبحو عليهم باسكو نتوما جرتكم قبر","-1","sport"
"راني شامها","-1","sport"
"5و خموس على منتخب ااوطني","1","sport"
"ماشاء الله ربي يبارك","1","sport"
"ربي يسترنا من العين ان شاء الله ونزيدو نربحو","1","sport"
"وسيعرف طعم الهزيمة في المباراة القادمة","-1","sport"
"اكتب دائما الله ايبارك ادجي حلوة","1","sport"
"بديتو تعيطو عليه من دوك","-1","sport"
"هذا العناوين ما تلقاهمش عند الناس المتحضرين ولي يخدموا للمستقبل تلقاهم غي عند الجهال لي يفتخروا بالماضي تاعهم ويرقدو معاه، ألمانيا لما فازت بكأس العالم سقساو المدرب تاعهم قالهم ننساو هاذ الإنجاز ونحضروا للمسابقات القادمة وهاذو حاسبين الفوز على بوتسوانا إنجاز.","-1","sport"
"صايي حكاو عليها مزدتش تربح","-1","sport"
"لن يخسر ان شاء الله","-1","sport"
"العماء","-1","sport"
"ها بدا ينقب 😅😟","-1","sport"
"صاي طلقة عليهم يا رب العالي","-1","sport"
"واش دخلك يا بعوشة","-1","sport"
"قول ماشاء الله تبارك الله واش نبقاو نعلموكم التربية الاسلامية صحافة العار","-1","sport"
"اللهم لا حسد","-1","sport"
"اللهم صل وسلم وبارك على سيدنا محمد صلى الله عليه وسلم","-1","sport"
"ياودي بدلو حديث على منتخب وطني راكم مرڨتوها بي ضبيح نتاعكم","-1","sport"
"وزيدلهم زوج لي راح يلعبوهم 😑😁","-1","sport"
"هدرت عليهم ماتش جاي يخسرو","-1","sport"
"العين ياربك ","-1","sport"
"راحو لزامبيا باتعداد ناقص. من بن ناصر محرز. ووو","-1","sport"
"يا ودي غير سكت درك تعطيهم بعين","-1","sport"
"ضوك تضربوهوم بالعين","-1","sport"
"نحو تحطيم الرقم القياسي الإفريقي الذي هو بحوزة مصر إن شاء الله ","-1","sport"
"ربي يحفظهم من لعين","-1","sport"
"ان شاء الله 23 بدون هزيمة ","-1","sport"
"بديتو تقاقوو","-1","sport"
"الله يسترهم من العين ههههه","1","sport"
"الله يبعد العين الحسودة","1","sport"
"متعيطوش عليهم برك","0","sport"
